DateOfDataEntry,Square,Member,SubMember,ToolNumber,RawMaterial,OtherRaw MaterialID,CoreTypology,OverallCortexArea,CortexType,CoreArtifactClass,EvidenceBipolar,NumberCoreFaces,WhichIsPlatform,CoreBlankSphericity,IntendedProduct,CoreSubTypology,ConardUnifiedType,BipolarChronology,DegreeOfKnappingAlongCircumference,OverallScarCount,LengthLongestFlakeScar,MaxLength,MaxWidth,MaxThickness,Mass,OtherNotes,Photograph,FeatureName
12.04.15,P14,CL,CL1,91,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,8.4,6.36,3.52,0.15,,Yes,AF11
12.07.15,P14/Q14,CL,CL1,515,Quartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,3,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,16.16,7.73,5.28,0.75,large rice grain,Yes,AF2
12.07.15,P14/Q14,CL,CL1,516,Sandstone,,Core>2flakescars,1-9%,Outcrop,CompCore,Yes,4,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,21.1,8.95,4.81,1.11,good eg of sandstone with flat bp tech,Yes,AF2
12.07.15,P14/Q14,CL,CL1,517,FineChert,,Core>2flakescars,1-9%,Outcrop,CompCore,Yes,3,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,13.27,7.18,5.5,0.44,good eg of chert and flat bp tech,Yes,AF2
12.07.15,P14/Q14,CL,CL1,518,FineChert,,Core>2flakescars,0%,Outcrop,CompCore,Yes,3,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,22.21,5.43,6.19,0.76,good eg of chert and flat bp tech,Yes,AF2
12.11.15,P14/Q14,CL,CL1,604,FineChert,,Core>2flakescars,0%,,CompCore,Yes,1,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,14.96,13,3.18,0.8,,Yes,AF2
12.07.15,P14/Q14,CL,CL1,121,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,7,,7.41,4.92,1.79,0.08,,Yes,AF2
12.07.15,P14/Q14,CL,CL1,122,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,5,,7.62,5.87,2.72,0.11,,Yes,AF2
12.07.15,P14/Q14,CL,CL1,123,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,6.86,4.5,2.01,0.08,,No,AF2
12.07.15,P14,CL,CL1,519,FineChert,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,2,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,34.12,16.04,8.73,4.78,"shows early stage bp and chert bp, found in chunks bag",Yes,AF7
12.07.15,P14,CL,CL1,520,CrystallineQuartz,,Core>2flakescars,11-40%,Outcrop,CoreFrag,Yes,2,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,180-270,,,11.06,10.61,4.38,0.54,showing same distal hollow suggestive of resting on object during bp,Yes,AF7
12.07.15,P14,CL,CL1,124,Quartz,,Core>2flakescars,41-60%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,5,,12.07,5.68,4.35,0.26,non flaked are cortical,No,AF7
12.07.15,P14,CL,CL1,125,CrystallineQuartz,,Core>2flakescars,41-60%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,5,,13.24,5.37,3.43,0.28,"evidence for bp redirection, plus cortex and bp",Yes,AF7
12.07.15,P14,CL,CL1,125,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,6.53,3.65,2.44,0.08,,Yes,AF7
12.07.15,P14,CL,CL1,126,Quartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,5.44,3.65,2.34,0.07,,Yes,AF7
12.07.15,P14,CL,CL1,127,FineChert,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,9.06,5.59,2.53,0.15,great ccs flat bp core,Yes,AF7
12.07.15,P14,CL,CL1,128,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,10,,9.53,3.38,2.76,0.1,,No,AF7
12.07.15,P14,CL,CL1,129,Quartz,,Core>2flakescars,1-9%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,7.88,4.04,2.09,0.11,chilled,No,AF7
12.07.15,P14,CL,CL1,130,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,4,,8.83,5.69,3.36,0.16,,Yes,AF7
12.07.15,P14,CL,CL1,131,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,7,,6.12,5.36,2.15,0.07,,Yes,AF7
12.07.15,P14,CL,CL1,132,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,6.61,3.54,3.33,0.07,chilled,No,AF7
12.07.15,P14,CL,CL1,133,Quartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,180-270,4,,6.28,5.48,2.23,0.09,,No,AF7
12.07.15,P14,CL,CL1,134,Quartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,4,,8.67,4.29,2.69,0.14,,No,AF7
12.07.15,P14,CL,CL1,135,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,7.84,3.74,5.08,0.06,,No,AF7
12.07.15,P14,CL,CL1,136,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,5.54,4,1.99,0.05,,No,AF7
12.07.15,P14,CL,CL1,137,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,8.47,2.99,2.65,0.07,signs of use on lateral,Yes,AF7
12.07.15,P14,CL,CL1,138,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,9.77,6.67,3.2,0.21,,No,AF7
12.07.15,P14,CL,CL1,139,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,7.16,3.11,2.33,0.04,,Yes,AF7
12.07.15,P14,CL,CL1,140,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,5,,8.83,6.07,3.47,0.2,,No,AF7
12.07.15,P14,CL,CL1,141,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,9.55,2.97,2,0.06,,No,AF7
12.08.15,P14,CL,CL1,154,FineChert,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,8,,13.35,6.64,3.77,0.31,gret ccs rice grain,Yes,AF7
12.07.15,P14,CL,CL1,521,FineChert,,Chunks<2flakescars,11-40%,Outcrop,,Inde,,,,Flake,,,,,,,46.92,33.22,20.57,22,good eg of large chert chunk abandoned,Yes,lower
12.07.15,P14,CL,CL1,522,Quartzite,,Chunks<2flakescars,11-40%,Outcrop,,Inde,,,,Flake,,,,,,,33.25,19.7,10.49,7.86,looks cooked,Yes,lower
12.07.15,P14,CL,CL1,523,Quartz,,Chunks<2flakescars,61-90%,Outcrop,,Yes,,,,Indeterminate,,,,,,,29.55,20.35,11.66,6.65,,No,lower
12.07.15,P14,CL,CL1,524,Quartz,,Core>2flakescars,1-9%,Outcrop,CompCore,Yes,3,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,22.56,9.11,7.02,1.67,large rice grain,Yes,lower
12.07.15,P14,CL,CL1,525,Quartz,,Core>2flakescars,0%,,CompCore,Yes,4,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,13.02,6.5,5.13,0.65,,Yes,lower
12.07.15,P14,CL,CL1,526,Quartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,2,None,NotSphericalFlat,BladeBladelet,CoreReducedPiece,Bipolar,NoFH,180-270,,,24.07,14.42,6.81,2,,No,lower
12.07.15,P14,CL,CL1,527,Quartz,,Chunks<2flakescars,11-40%,Outcrop,,Yes,,,,Flake,,,,,,,14.17,8.72,5.23,0.53,,No,lower
12.07.15,P14,CL,CL1,528,CrystallineQuartz,,Core>2flakescars,41-60%,Outcrop,CompCore,Yes,2,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,180-270,,,15.8,7.25,3.8,0.38,,No,lower
12.07.15,P14,CL,CL1,529,Quartz,,Core>2flakescars,0%,,CompCore,Yes,2,None,SphericalOrCubic,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,12.04,5.7,3.8,0.27,,Yes,lower
12.08.15,P14,CL,CL1,530,FineChert,,Core>2flakescars,41-60%,Outcrop,CompCore,Yes,2,None,SphericalOrCubic,Flake,Irregularcore,Bipolar,NoFH,90-180,,,32.31,21.21,25.83,16.05,"not a very succesfull fh core,face 1=2 axis of platform reduction, neither very successful",Yes,lower
12.07.15,P14,CL,CL1,142,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,3,,9.34,4.92,2.04,0.11,,Yes,lower
12.07.15,P14,CL,CL1,143,CrystallineQuartz,,Core>2flakescars,1-9%,,CoreFrag,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,7,,7.06,6.64,1.86,0.11,,No,lower
12.07.15,P14,CL,CL1,144,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,10.19,5.95,3.09,0.2,,No,lower
12.07.15,P14,CL,CL1,145,CrystallineQuartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,180-270,7,,9.17,9.07,2.25,0.23,"almost a pe, but clear scars moving over 50 % of face",Yes,lower
12.07.15,P14,CL,CL1,146,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,9,6.22,1.99,0.12,,No,lower
12.07.15,P14,CL,CL1,147,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,5,,10.71,8.02,3.3,0.28,,No,lower
12.07.15,P14,CL,CL1,148,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,5,,8.53,7.43,2.99,0.18,,No,lower
12.07.15,P14,CL,CL1,149,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,6.5,4.8,2.43,0.08,,Yes,lower
12.07.15,P14,CL,CL1,150,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,7,,7.19,5.34,1.93,0.08,,Yes,lower
12.07.15,P14,CL,CL1,151,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,8,,10.51,5.31,3.38,0.19,chilled,Yes,lower
12.07.15,P14,CL,CL1,152,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,9.26,4.06,1.9,0.08,,Yes,lower
12.07.15,P14,CL,CL1,153,FineChert,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,7.98,3.9,1.98,0.09,gret ccs rice grain,Yes,lower
12.08.15,P14,CL,CL2,538,Quartz,,Chunks<2flakescars,41-60%,Outcrop,,Yes,,,,Flake,,,,,,,14.11,9.03,6.46,0.66,,No,
12.08.15,P14,CL,CL2,539,Quartz,,Chunks<2flakescars,41-60%,Outcrop,,Inde,,,,Flake,,,,,,,12.69,10.27,4.82,0.6,,No,
12.08.15,P14,CL,CL2,540,Quartz,,Chunks<2flakescars,1-9%,Outcrop,,Yes,,,,Flake,,,,,,,12.3,9.95,6.91,0.7,,No,
12.08.15,P14,CL,CL2,541,FineChert,,Core>2flakescars,11-40%,Outcrop,CoreFrag,Yes,2,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,180-270,,,18.48,8.37,6.89,1.14,chilled,Yes,
12.08.15,P14,CL,CL2,542,Chalcedony,,Core>2flakescars,0%,,CoreFrag,Yes,1,None,SphericalOrCubic,BladeBladelet,CoreReducedPiece,Bipolar,NoFH,180-270,,,15.27,13.76,7.17,1.52,chilled,No,
12.08.15,P14,CL,CL2,543,Quartzite,,Core>2flakescars,41-60%,Outcrop,CompCore,Yes,2,None,Flake,BladeBladelet,CoreReducedPiece,Bipolar,NoFH,180-270,,,16.99,10.7,4.64,0.79,only non flaked is cortical,Yes,
12.08.15,P14,CL,CL2,544,Quartz,,Core>2flakescars,0%,,CompCore,Yes,2,None,NotSphericalFlat,BladeBladelet,CoreReducedPiece,Bipolar,NoFH,270-360,,,15.05,9.96,5.83,0.89,,No,
12.08.15,P14,CL,CL2,545,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,2,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,11.56,8.55,5.28,0.45,,Yes,
12.08.15,P14,CL,CL2,546,Quartz,,Core>2flakescars,0%,,CompCore,Yes,2,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,10.01,6.51,4.18,0.26,,No,
12.08.15,P14,CL,CL2,162,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,11.15,3.74,2.08,0.08,splinter like bladelet core,Yes,
12.08.15,P14,CL,CL2,163,CrystallineQuartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,180-270,6,,11.78,3.01,2.49,0.12,splinter like bladelet core,Yes,
12.08.15,P14,CL,CL2,164,Chalcedony,,Core>2flakescars,11-40%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,9.97,5.18,5.33,0.21,ccs and bp,Yes,
12.08.15,P14,CL,CL2,165,CrystallineQuartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,5,,7.68,3.69,2.6,0.09,,No,
12.08.15,P14,CL,CL2,166,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,4,,0,4.03,2.23,0.09,chilled,No,
12.08.15,P14,CL,CL2,167,FineChert,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,7.49,3.78,3.27,0.08,good eg of ccs and bipolar,Yes,
12.08.15,P14,CL,CL2,168,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,7.79,4.3,3.34,0.11,,No,
12.08.15,P14,CL,CL2,169,CrystallineQuartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,180-270,6,,7.51,4.53,2.72,0.1,,No,
12.08.15,P14,CL,CL2,170,CrystallineQuartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,4,,10.11,4.11,3.08,0.16,good eg of crystal cortex,Yes,
12.08.15,P14,CL,CL2,171,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,5,,7.54,4.34,2.94,0.11,,No,
12.08.15,P14,CL,CL2,172,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,3,,6.93,3.9,2.71,0.07,,No,
12.08.15,P14,CL,CL2,173,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,4,,8.55,4.09,2.77,0.1,chilled,No,
12.08.15,P14,CL,CL2,174,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,3,,7.56,3.6,2.86,0.09,,Yes,
12.08.15,P14,CL,CL2,175,CrystallineQuartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,7,,8.81,4.66,3.37,0.12,,No,
12.08.15,P14,CL,CL2,176,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,3,,9.47,4.67,2.1,0.1,Possible evidence for use at tip,Yes,
12.08.15,P14,CL,CL2,177,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,6.3,3.73,2.28,0.06,,No,
12.08.15,P14,CL,CL2,178,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,5,,6.31,4.44,2.56,0.06,,No,
12.08.15,P14,CL,CL2,179,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,4,,7.46,5.44,2.29,0.08,,No,
12.08.15,P14,CL,CL2,180,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,7.86,6.03,2.5,0.13,,Yes,
12.08.15,P14,CL,CL2,181,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,7,,8.58,7.63,1.64,0.14,"very flat core, also PE use",Yes,
12.08.15,P14,CL,CL2,182,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,6,,7.17,7.39,2.17,0.14,,No,
12.08.15,P14,CL,CL2,183,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,6,,8.49,4.26,2.53,0.07,chilled,No,
12.08.15,P14,CL,CL2,184,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,7.48,3.28,2.6,0.06,,No,
12.08.15,P14,CL,CL2,185,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,9.79,4.14,2.54,0.1,,No,
12.08.15,P14,CL,CL2,186,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,8,,12.13,3.78,2.63,0.15,,No,
12.08.15,P14,CL,CL2,187,Chalcedony,,Core>2flakescars,1-9%,,CompCore,Inde,,,SphericalOrCubic,,Preparedcore,,indeterminate,270-360,5,,6.53,5.4,2.84,0.11,"possibly a tiny prepared core, but hard to believe, lower surface seems geared to exploiting upper",Yes,
12.09.15,P14,CL,CL2,204,Chalcedony,,Core>2flakescars,11-40%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,0,,10.71,5.33,3.4,0.22,,No,
12.09.15,P14,CL,CL2,205,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,9,,9.05,4.18,3.15,0.13,,No,
12.09.15,P14,CL,CL2,206,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,8.63,4.73,3.75,0.21,,No,
12.09.15,P14,CL,CL2,207,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,8.92,4.74,2.35,0.1,,No,
12.09.15,P14,CL,CL2,208,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,7,,6.76,4.48,1.94,0.09,,Yes,
12.09.15,P14,CL,CL2,209,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,7,,9.61,5.01,3.35,0.16,,No,
12.08.15,P14,CL,CL2,547,Sandstone,,Chunks<2flakescars,11-40%,Outcrop,,Yes,,,,Indeterminate,,,,,,,29.43,12.75,14,5.83,,No,AF6
12.08.15,P14,CL,CL2,548,FineChert,,Chunks<2flakescars,11-40%,Outcrop,,Inde,,,,Flake,,,,,,,21.2,21.39,5.91,2,,No,AF6
12.08.15,P14,CL,CL2,549,Quartz,,Chunks<2flakescars,61-90%,Outcrop,,Inde,,,,Indeterminate,,,,,,,17.73,13.78,7.35,1.84,,No,AF6
12.08.15,P14,CL,CL2,550,FineChert,,Core>2flakescars,11-40%,Outcrop,CoreFrag,Inde,3,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,180-270,,,16.41,7.29,6.75,1.23,only non flaked is cortical,No,AF6
12.08.15,P14,CL,CL2,551,Quartz,,Core>2flakescars,0%,Outcrop,CoreFrag,Inde,1,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,180-270,,,15.69,6.1,3.77,0.31,chilled,Yes,AF6
12.08.15,P14,CL,CL2,188,CrystallineQuartz,,Core>2flakescars,41-60%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,7,,7.26,5.29,3.73,0.15,,No,AF6
12.08.15,P14,CL,CL2,189,HeterogenousChert,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,6,,10.49,7.34,4.79,0.4,,No,AF6
12.08.15,P14,CL,CL2,190,HeterogenousChert,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,9.53,6.46,4.81,0.33,proximal end,No,AF6
12.08.15,P14,CL,CL2,191,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,4,,10.25,8.95,5.95,0.45,,No,AF6
12.08.15,P14,CL,CL2,192,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,6,,6.67,4.21,2.43,0.08,,No,AF6
12.08.15,P14,CL,CL2,193,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,90-180,7,,7.76,4.23,2.65,0.11,chilled,No,AF6
12.08.15,P14,CL,CL2,194,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,6.47,2.24,2.42,0.05,mising part of prox or dist,Yes,AF6
12.08.15,P14,CL,CL2,195,Chalcedony,,Core>2flakescars,1-9%,,CoreFrag,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,180-270,5,,5.69,4.09,2.57,0.09,,No,AF6
12.11.15,P14,CL,CL2,310,FineChert,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,11.48,7.93,4.34,0.41,,Yes,AF6
12.11.15,P14,CL,CL2,311,Chalcedony,,Core>2flakescars,41-60%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,180-270,6,,9.03,7.86,2.17,0.2,only non flaked is cortical,Yes,AF6
12.08.15,P14,CL,CL2,552,FineChert,,Core>2flakescars,0%,,CompCore,Inde,Indeterminate,None,NotSphericalFlat,Flake,CoreReducedPiece,Bipolar,NoFH,270-360,,,19.89,15.09,5.82,1.46,used 1 face option because too complex to count faces on this guy,Yes,AF7
12.08.15,P14,CL,CL2,553,Sandstone,,Chunks<2flakescars,0%,,,No,,,,Flake,,,,,,,23.38,9.92,9.59,2.38,,No,AF7
12.08.15,P14,CL,CL2,554,FineChert,,Core>2flakescars,1-9%,Outcrop,CompCore,No,Indeterminate,None,SphericalOrCubic,Flake,CoreReducedPiece,Bipolar,indeterminate,270-360,,,15.34,11.39,10.59,1.69,,No,AF7
12.08.15,P14,CL,CL2,196,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,5,,9.39,3.81,2.7,0.12,chilled,No,AF7
12.08.15,P14,CL,CL2,197,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,90-180,5,,5.87,6.1,2.43,0.1,chilled,No,AF7
12.08.15,P14,CL,CL2,198,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,5,,5.5,5.18,3.06,0.11,,No,AF7
12.08.15,P14,CL,CL2,199,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,7.2,3.3,3.51,0.12,,Yes,AF7
12.08.15,P14,CL,CL2,200,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,5,,6.62,4.98,3.57,0.12,,No,AF7
12.08.15,P14,CL,CL2,201,Chalcedony,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,4,,8.27,4.58,2.44,0.11,good eg of ccs and bp,Yes,AF7
12.08.15,P14,CL,CL2,202,CrystallineQuartz,,Core>2flakescars,41-60%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,180-270,5,,5.55,4.54,3.08,0.1,,No,AF7
12.08.15,P14,CL,CL2,203,FineChert,,Chunks<2flakescars,41-60%,,,Yes,,,,,,,NoFH,90-180,5,,7.74,7.34,2.7,0.21,,Yes,AF7
12.08.15,P14,CL,CL2,532,Sandstone,,Chunks<2flakescars,11-40%,Cobble,,No,,,,Indeterminate,,,,,,,26.33,23.98,13,5.53,possibly a frag from a hammerstone,No,MOU
12.08.15,P14,CL,CL2,533,Silcrete,,Chunks<2flakescars,1-9%,Outcrop,,Inde,,,,Flake,,,,,,,21.36,26.84,13.23,5.02,,No,MOU
12.08.15,P14,CL,CL2,534,Sandstone,,Chunks<2flakescars,0%,,,Inde,,,,Indeterminate,,,,,,,19.65,15.5,6.63,1.65,,No,MOU
