DateOfDataEntry,Square,Member,SubMember,Feature,ToolNumber,RawMaterial,OtherRaw MaterialID,LithicArtifactClass,HeatTreated,RetouchedPieceBlank,Completeness,CoreHammerCompleteness,EvidenceBipolarPercussion,TechnicalCategory,CortexArea,PlatformCortex,CortexLocation,CortexType,DorsalScarCount,FlakeInitiation,FlakeTermination,PlatformPrep,DorsalPrep,PlatAbrasion,EdgeDamage,DiagnosticImpactFractures,RetouchType,UtilizationLocation,UtilizationFace,RetouchedPieceTypology,DeaconRetouchedPieceTypology,ScraperTypology,BackedToolTypology,AdzeToolTypology,SpokeshaveToolTypology,PointedToolTypology,UnifacialPointToolTypology,BifacialPointToolTypology,GroundStoneTypology,BoredstoneTypology,GroovedstoneTypology,GroundstoneaxeTypology,PeckedandgroundTypology,FlakedandgroundTypology,TechLength,MaxTechWidth,MidThickness,PlatformWidth,PlatformThickness,Mass,Notes,Photograph,Bladelet,Stage
20/07/2023,P13,CL,CL4,AF8,842,Sandstone,,HammerManuport,No,,Fragment,SplitFragment,Yes,,41-60%,,,Cobble,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42.21,"flake, but with multiple pitting marks on dorsal surface that may be indicative of percussion",Yes,,
20/07/2023,O14,CL,CL1,L,848,FineChert,,Utilized,No,Flake,Complete,,Yes,,1-10%,No,Distal,Outcrop,5,,,ResidualFacetWithoutBulb,None,Yes,Yes,None,MarginalEdgeShaping,LeftLateral,dorsal,,,,,,,,,,,,,,,,25.32,18.3,10.11,6.11,11.55,6.46,,Yes,,
20/07/2023,O14,CL,CL2,AF4,849,FineChert,,Utilized,No,,Complete,,No,,0%,No,,,2,,,FacetedWithBulb,None,No,Yes,None,,RightLateral,ventral,,,,,,,,,,,,,,,,10.5,10.27,1.94,7.26,1.93,0.45,,Yes,,
20/07/2023,O14,CL,CL3,BG,850,VeinQuartz,,RetouchedPiece,No,Flake,Fragment,,Yes,,0%,,,,0,,,,,,,,MarginalEdgeShaping,Distal,dorsal,EndScraper,Scraper,End,,,,,,,,,,,,,0,0,0,0,0,2.89,broken along one lateral margin,Yes,,
20/07/2023,O14,CL,CL3,YAL,851,VeinQuartz,,RetouchedPiece,No,Flake,Complete,,Yes,,11-40%,YesPartial,Proximal,Cobble,4,,,ResidualFacetWithoutBulb,None,No,No,,InvasiveEdgeShaping,LeftLateral,dorsal,SideScraper,Scraper,Side,,,,,,,,,,,,,15.98,19.93,9.43,13.2,5.7,2.88,steep retouch along left lateral,Yes,,
20/07/2023,O14,CL,CL1,N/A,854,Chalcedony,,Utilized,No,,Complete,,Yes,,0%,No,,,2,,,NotPrepared,None,Yes,Yes,None,,RightLateral,dorsal,,,,,,,,,,,,,,,,12.14,9.89,2.38,9.78,2.19,0.29,,Yes,,
20/07/2023,P13,CL,CL4,N/A,855,VeinQuartz,,RetouchedPiece,No,Flake,Complete,,Yes,,0%,YesPartial,,Outcrop,3,,,ResidualFacetWithoutBulb,None,Yes,No,,InvasiveEdgeShaping,Distal,dorsal,EndScraper,Scraper,End,,,,,,,,,,,,,23.19,13.43,7.99,16.13,8.7,4.05,,Yes,,
20/07/2023,P13,CL,CL4,YP,856,Silcrete,,Utilized,Yes,,Complete,,No,,0%,No,,,4,,,NotPrepared,HingedRemovals,Yes,Yes,None,,RightLateral,dorsal,,,,,,,,,,,,,,,,22.29,19.1,6.04,6.61,2.9,2.88,,Yes,,
21/07/2023,O14,CL,CL2,N/A,858,Sandstone,,HammerManuport,No,,Complete,Complete,Yes,,11-40%,No,,Cobble,0,,,,,,,,,,,,,,,,,,,,,,,,,,96.54,51.83,22.09,33.73,28.07,209.5,has flakes scars along periphery,Yes,,
21/07/2023,P13,CL,CL1,N/A,859,CrystalQuartz,,RetouchedPiece,No,Blade,Complete,,Yes,,0%,No,,,1,,,NotPrepared,None,No,No,,NotchDenticulate,RightLateral,dorsal,BackedPiece,Backed,,Backedblade,,,,,,,,,,,,11.15,2.61,1.61,1.53,1.11,0.07,backed bladelet with serrations,Yes,,
21/07/2023,P13,CL,CL2,N/A,874,FineChert,,Utilized,No,,Complete,,No,,11-40%,No,LeftLateral,Cobble,2,,,NotPrepared,None,Yes,Yes,None,,Distal,dorsal,,,,,,,,,,,,,,,,34.35,15.07,10.8,13.58,7.17,6.05,,Yes,,
25/07/2023,O14,CL,CL1,N/A,908,FineChert,,RetouchedPiece,No,Flake,Complete,,No,,0%,No,,,5,,,FacetedWithBulb,None,No,No,,NotchDenticulate,LeftLateral,dorsal,NotchedPiece,MRP,,,,,,,,,,,,,,15.09,16.76,5.25,10.96,4.21,1.93,"retouched along proximal, left lateral (dorsal) and distal. Utilization marks occur on the right lateral (ventral side)",Yes,,
25/07/2023,O14,CL,CL2,MOU,922,Chalcedony,,RetouchedPiece,No,Flake,Complete,,Yes,,1-10%,No,Distal,Outcrop,7,,,ResidualFacetWithoutBulb,None,No,No,,InvasiveEdgeShaping,LeftLateral,both,SideScraper,Scraper,Side,,,,,,,,,,,,,22.57,13.58,10.42,4.24,3.67,3.22,"retouch on left lateral dorsal. edge utilization on same edge, ventral",Yes,,
12.04.15,P14,CL,CL1,N/A,1489,Chalcedony,NA,CompFlake,No,NA,Complete,NA,No,B1,11-40%,YesComplete,Proximal,Outcrop,1,,Feather,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41,8.04,1.8,1.96,1.19,0.21,NA,No,,
12.09.15,P14,CL,CL2,AF7,1675,Chalcedony,NA,CompFlake,No,NA,Complete,NA,Indeterminate,CoreMaintenanceFlake,11-40%,No,RightLateral,Outcrop,4,,Axial,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,17.03,6.61,7.39,0.77,1.11,bp blow across laminar dorsal surface,Yes,,
12.09.15,P14,CL,CL2,AF7,1680,Chalcedony,NA,CompFlake,No,NA,Complete,NA,Yes,B1,1-9%,No,Distal,Outcrop,3,,Feather,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.57,6.72,1.77,3.05,1.05,0.17,NA,No,,
12.11.15,P14,CL,CL3,N/A,1787,Chalcedony,NA,CompFlake,Yes,NA,Complete,NA,No,B9,41-60%,No,RightLateral,Outcrop,2,,Axial,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.14,3.29,1.65,2.55,0.47,0.1,NA,No,,
12.10.15,P14,CL,CL3,AF5,1740,Chalcedony,NA,CompFlake,No,NA,Complete,NA,Yes,B7,0%,No,WholeDorsal,Outcrop,4,,Splintered,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,8.63,2.57,3.37,0.37,0.38,NA,No,,
12.10.15,P14,CL,CL3,BH,1748,Chalcedony,NA,CompFlake,No,NA,Complete,NA,Yes,B7,41-60%,YesPartial,LeftLateral,Outcrop,1,,Splintered,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25,7.33,3.98,3.44,2.46,0.5,NA,Yes,,
12.04.15,P14,CL,CL1,N/A,1533,Chalcedony,NA,Utilized,No,NA,Proximal,NA,No,NA,0%,YesComplete,Mesial,Ind.,1,,NA,NotPrepared,None,No,No,NA,NA,LeftLateral,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.53,0.05,notched edges,Yes,,
12.07.15,P14,CL,CL1,LOWER,1567,Chalcedony,NA,Utilized,No,NA,Mesial,NA,Indeterminate,NA,1-9%,NA,Mesial,Ind.,3,,NA,NA,NA,NA,No,NA,NA,RightLateral,ventral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,great section of utilization,Yes,,
12.09.15,P14,CL,CL2,AF7,1678,Chalcedony,NA,Utilized,No,NA,Complete,NA,Indeterminate,NA,100%,No,NA,NA,NA,,Feather,NotPrepared,None,No,No,NA,NA,LeftLateral,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,6.61,1.68,1.79,0.56,0.17,"notching on lateral, almost an IB at distal, but no bending",Yes,,
12.09.15,P14,CL,CL2,MOU,1639,Chalcedony,NA,Utilized,No,NA,Proximal,NA,No,NA,41-60%,YesComplete,LeftLateral,Outcrop,1,,NA,NotPrepared,None,No,No,NA,NA,RightLateral,ventral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,1.24,0.31,small nibbling on lateral,Yes,,
12.07.15,P14/Q14,CL,CL1,AF2,1539,CoarseChert,NA,CompFlake,No,NA,Complete,NA,Yes,B7,11-40%,YesComplete,RightLateral,Outcrop,1,,Bipolar,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.27,6.57,3.77,6.54,3.65,0.35,NA,No,,
12.08.15,P14,CL,N/A,AF6,1613,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,A3,61-90%,YesPartial,WholeDorsal,Outcrop,3,,Splintered,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.72,6.39,3.05,2.59,1.3,0.23,first removal off of bp crystal quartz core,Yes,,
12.04.15,P14,CL,CL1,N/A,1531,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B4,0%,No,NA,Ind.,3,,Axial,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.35,5.27,3.32,1.56,1,0.14,NA,No,,
12.07.15,P14,CL,CL1,N/A,1579,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B1,1-9%,No,Distal,Outcrop,2,,Bipolar,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.91,3.24,1.69,1.21,1.09,0.08,another classic,Yes,,
12.04.15,P14,CL,CL1,AF11,1519,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B1,1-9%,No,LeftLateral,Outcrop,2,,Splintered,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.29,3.01,3.01,3.52,0.61,0.1,great bp bladelet,Yes,Yes,
12.03.15,P14,CL,CL1,AF7,1433,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B2,0%,No,WholeDorsal,Ind.,1,,Overshoot,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,6.34,1,1.72,0.67,0.11,NA,Yes,,
12.09.15,P14,CL,CL2,AF7,1684,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B7,11-40%,No,LeftLateral,Outcrop,2,,Splintered,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65,6.52,2.05,2.53,0.77,0.19,NA,Yes,,
12.10.15,P14,CL,CL3,N/A,1769,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B1,1-9%,No,RightLateral,Outcrop,5,,Splintered,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52,5.81,1.22,2.36,0.68,0.09,NA,Yes,,
12.11.15,P14,CL,CL3,BBG,1777,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,A2,100%,No,NA,NA,NA,,Bipolar,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42,4.6,1.05,2.76,0.4,0.05,great eg of cortical bp crystal flake,Yes,,
12.10.15,P14,CL,CL3,BG,1720,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B1,0%,No,RightLateral,Outcrop,3,,Splintered,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,3.84,1.63,4.5,0.77,0.07,great bp bladelet,Yes,Yes,
12.10.15,P14,CL,CL3,BG2,1734,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B4,0%,No,RightLateral,Ind.,4,,Bipolar,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.86,4.61,2.01,2.82,1.36,0.17,great bp bladelet,Yes,Yes,
12.10.15,P14,CL,CL3,BP,1727,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B1,1-9%,YesPartial,LeftLateral,Outcrop,2,,Splintered,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13,8.42,2.22,5.22,3,0.17,NA,No,,
12.11.15,P14,CL,CL3,BP,1797,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,A3,61-90%,No,WholeDorsal,Outcrop,1,,Crushed,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.43,4.62,3.01,2.56,1.7,0.2,NA,Yes,,
12.11.15,P14,CL,CL3,MA,1791,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B1,0%,No,RightLateral,Outcrop,4,,Feather,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.86,2.99,1.65,1.23,0.92,0.09,NA,Yes,,
12.09.15,P14,CL,CL3,YA,1709,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,No,B1,1-9%,No,Indeterminate,Outcrop,4,,Splintered,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33,5.2,2.65,1.13,2.65,0.17,NA,Yes,,
12.09.15,P14,CL,CL3,YA,1710,CrystalQuartz,NA,CompFlake,No,NA,Complete,NA,Yes,B1,0%,No,Indeterminate,Outcrop,5,,Splintered,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.37,6.2,3.62,4.32,1.28,0.17,NA,No,,
12.10.15,P14,CL,CL3,N/A,1775,CrystalQuartz,NA,HammerManuport,No,NA,Complete,Complete,No,NA,100%,No,NA,NA,NA,,Feather,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.36,11.3,9.85,NA,NA,2.56,good eg of crystal manuport,Yes,,
12.11.15,P14,CL,CL3,BBG,1776,CrystalQuartz,NA,HammerManuport,No,NA,Complete,Complete,No,NA,100%,No,NA,NA,NA,,Feather,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.16,12.53,8.74,NA,NA,3.86,NA,Yes,,
12.09.15,P14,CL,CL3,BG,1719,CrystalQuartz,NA,HammerManuport,No,NA,Complete,Complete,No,NA,100%,No,NA,NA,NA,,Bipolar,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.27,17.68,11.12,NA,NA,8.26,eg of crystal manuport,Yes,,
12.04.15,P14,CL,CL1,N/A,1533,CrystalQuartz,NA,RetouchedPiece,No,Indeterminate,Distal,NA,No,NA,0%,NA,Mesial,Ind.,5,,Feather,NA,NA,NA,Indeterminate,NA,InvasiveEdgeShaping,Ind.,dorsal,RetouchedPoint,UnifacialPoint,NA,NA,NA,NA,NA,Withbasaltang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.53,0.03,possibly tiny unifacial point with basal tangs,Yes,,
12.04.15,P14,CL,CL1,N/A,1485,CrystalQuartz,NA,Utilized,No,NA,Complete,NA,Yes,NA,41-60%,No,WholeDorsal,Outcrop,1,,Feather,NotPrepared,None,No,No,NA,NA,RightLateral,dorsal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09,7.5,1.68,3,0.62,0.2,"extensively utilized piece, tiny, one three edges, bp plat",Yes,,
12.04.15,P14,CL,CL1,N/A,1529,CrystalQuartz,NA,Utilized,No,NA,Mesial,NA,No,NA,0%,NA,NA,NA,2,,NA,NA,NA,NA,No,NA,NA,RightLateral,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,small notching on lateral,Yes,,
12.07.15,P14,CL,CL1,LOWER,1568,CrystalQuartz,NA,Utilized,No,NA,Mesial,NA,No,NA,0%,NA,Mesial,Ind.,1,,NA,NA,NA,NA,No,NA,NA,LeftLateral,dorsal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,Yes,,
12.08.15,P14,CL,CL2,N/A,1607,CrystalQuartz,NA,Utilized,No,NA,Mesial,NA,No,NA,0%,NA,Indeterminate,Outcrop,1,,NA,NA,NA,NA,No,NA,NA,Ind.,dorsal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,invasive stepping on edge,Yes,,
12.09.15,P14,CL,CL2,AF6,1659,CrystalQuartz,NA,Utilized,No,NA,Proximal,NA,No,NA,100%,YesComplete,NA,NA,NA,,NA,NotPrepared,None,No,No,NA,NA,LeftLateral,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,1.78,0.25,NA,Yes,,
12.09.15,P14,CL,CL2,AF7,1677,CrystalQuartz,NA,Utilized,No,NA,Complete,NA,Yes,B1,0%,No,Distal,Outcrop,3,,Feather,NotPrepared,None,No,No,NA,NA,RightLateral,dorsal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.21,7.52,2.3,3.15,0.39,0.31,NA,Yes,,
12.09.15,P14,CL,CL2,AF7,1704,CrystalQuartz,NA,Utilized,No,NA,Proximal,NA,No,NA,0%,YesComplete,LeftLateral,Outcrop,2,,NA,NotPrepared,None,No,No,NA,NA,RightLateral,ventral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,1.64,0.16,NA,Yes,,
12.10.15,P14,CL,CL3,BG,1721,CrystalQuartz,NA,Utilized,No,NA,Mesial,NA,Yes,NA,0%,NA,RightLateral,Outcrop,2,,NA,NA,NA,NA,No,NA,NA,LeftLateral,ventral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,"ochre staining on lateral, blade section resued as PE",Yes,,
12.10.15,P14,CL,CL3,BG,1722,CrystalQuartz,NA,Utilized,No,NA,Mesial,NA,No,NA,0%,NA,RightLateral,Outcrop,2,,NA,NA,NA,NA,No,NA,NA,Ind.,ventral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,Yes,,
12.10.15,P14,CL,CL3,BP,1753,CrystalQuartz,NA,Utilized,No,NA,Distal,NA,Indeterminate,NA,0%,NA,RightLateral,Cobble,4,,Overshoot,NA,NA,NA,No,NA,NA,Distal,dorsal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,Yes,,
12.04.15,P14,CL,CL1,N/A,1530,Dolerite,NA,Utilized,No,NA,Proximal,NA,No,NA,0%,YesComplete,NA,Ind.,1,,NA,NotPrepared,None,No,No,NA,NA,LeftLateral,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,0.84,0.09,small notching,Yes,,
12.03.15,P14,CL,CL1,N/A,1457,FineChert,NA,CompFlake,No,NA,Complete,NA,No,B1,0%,YesComplete,Distal,Ind.,2,,Hinge,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.61,15.79,5.71,10.76,4.71,1.89,NA,No,,
12.03.15,P14,CL,CL1,N/A,1467,FineChert,NA,CompFlake,No,NA,Complete,NA,Yes,B6,41-60%,No,LeftLateral,Outcrop,3,,Feather,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.62,18.5,8.28,6.75,5.08,2.98,NA,No,,
12.03.15,P14,CL,CL1,N/A,1469,FineChert,NA,CompFlake,No,NA,Complete,NA,Yes,B7,0%,No,Indeterminate,Outcrop,2,,Feather,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.07,10.81,3.3,2.65,0.79,0.85,NA,Yes,,
12.04.15,P14,CL,CL1,N/A,1490,FineChert,NA,CompFlake,No,NA,Complete,NA,No,B1,11-40%,YesComplete,Mesial,Outcrop,3,,Feather,NotPrepared,HingedRemovals,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.96,15.28,1.94,2.22,0.71,0.36,NA,No,,
12.07.15,P14,CL,CL1,N/A,1580,FineChert,NA,CompFlake,Yes,NA,Complete,NA,No,B1,0%,YesComplete,Distal,Ind.,4,,Feather,NotPrepared,HingedRemovals,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.33,6.91,2.47,3.95,1.39,0.31,NA,Yes,,
12.04.15,P14,CL,CL1,AF11,1508,FineChert,NA,CompFlake,No,NA,Complete,NA,Yes,CoreMaintenanceFlake,100%,No,NA,NA,NA,,Feather,ResidualFacetWithoutBulb,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,18.37,2.52,17.21,4.63,1.12,evidence for prior platform attempt and then this massive whack,Yes,,
12.04.15,P14,CL,CL1,AF11,1512,FineChert,NA,CompFlake,No,NA,Complete,NA,No,B1,0%,YesComplete,Mesial,Ind.,4,,Feather,NotPrepared,None,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.48,8.35,2.02,3.21,1.14,0.23,NA,No,,
12.04.15,P14,CL,CL1,AF11,1517,FineChert,NA,CompFlake,Yes,NA,Complete,NA,No,B1,0%,YesComplete,RightLateral,Ind.,2,,Overshoot,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,5.16,1.99,3.31,1.78,0.12,NA,No,,
12.03.15,P14,CL,CL1,AF2,1439,FineChert,NA,CompFlake,No,NA,Complete,NA,Yes,B7,91-99%,YesPartial,WholeDorsal,Ind.,1,,Splintered,FacetedWithBulb,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.59,7.63,3.92,7.14,3.32,0.47,great bp bladelet,No,Yes,
12.03.15,P14,CL,CL1,AF2,1443,FineChert,NA,CompFlake,No,NA,Complete,NA,Yes,B2,0%,No,Indeterminate,Ind.,1,,Overshoot,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.55,5.09,1.74,0.91,0.36,0.1,NA,No,,
12.07.15,P14,CL,CL1,AF2,1574,FineChert,NA,CompFlake,No,NA,Complete,NA,No,B2,11-40%,YesComplete,Distal,Outcrop,2,,Axial,NotPrepared,None,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.34,4.16,1.79,1.64,0.67,0.18,NA,No,,
12.09.15,P14,CL,CL2,AF6,1664,FineChert,NA,CompFlake,No,NA,Complete,NA,No,CoreMaintenanceFlake,0%,YesComplete,WholeDorsal,Ind.,3,,Feather,NotPrepared,LateralNotching,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64,14.83,2.09,7.18,2.61,0.44,NA,No,,
12.09.15,P14,CL,CL2,AF6,1666,FineChert,NA,CompFlake,No,NA,Complete,NA,No,B1,0%,YesComplete,WholeDorsal,Outcrop,2,,Feather,NotPrepared,HingedRemovals,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35,8.92,2.56,6.02,4.28,0.4,NA,No,,
12.09.15,P14,CL,CL2,AF6,1671,FineChert,NA,CompFlake,No,NA,Complete,NA,No,B4,11-40%,YesComplete,Distal,Outcrop,4,,Overshoot,NotPrepared,HingedRemovals,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,19.33,4.95,9.59,1.38,2.99,NA,No,,
12.09.15,P14,CL,CL2,AF7,1673,FineChert,NA,CompFlake,No,NA,Complete,NA,Yes,B7,11-40%,No,LeftLateral,Outcrop,3,,Hinge,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.41,16.37,10.03,3.73,0.79,4.37,NA,No,,
12.10.15,P14,CL,CL3,BP,1754,FineChert,NA,CompFlake,No,NA,Complete,NA,Yes,B7,11-40%,No,Distal,Ind.,2,,Bipolar,NotPrepared,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.86,8.74,2.44,2.67,0.35,0.29,NA,Yes,,
12.11.15,P14,CL,CL2,N/A,1780,FineChert,NA,RetouchedPiece,No,Indeterminate,Fragment,NA,Yes,NA,41-60%,NA,WholeDorsal,Outcrop,2,,NA,NA,NA,NA,No,NA,PiecesEsquillees,Distal,both,PiecesEsquillees,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17,NA,No,,
12.04.15,P14,CL,CL1,N/A,1473,FineChert,NA,Utilized,No,NA,Complete,NA,Yes,Other,11-40%,No,DistalLeftLat,Outcrop,3,,Hinge,NotPrepared,None,No,No,NA,NA,Distal,ventral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,redicrection flake across major bp axis,Yes,,
